preset_name,driver_mod_e,head_subdiv,runout_offset,pitch,thread_resolution,head_mod_a,driver_mod_b,starts,driver_type,tolerance,driver_diameter,driver_mod_f,nut_diameter,scale,shank_length,runout_length,thread_angle,chamfer_length,screw_taper_factor,driver_mod_c,crest_weight,head_length,chamfer_divisions,head_mod_c,head_diameter,custom_thread_profile,trim,head_type,driver_mod_a,major_diameter,driver_depth,chamfer,root_weight,length,head_mod_b,minor_diameter,driver_mod_d,thumb
c mount,1.0,2,0.0,0.7940000295639038,96,0.5,1.600000023841858,1,NONE,0.0,1.5,6,1.0,1.0,1.0,0.0,1.0471975803375244,1.0,0.33000001311302185,1.0,0.0,6.620999813079834,0,8.75,12.800000190734863,True,0.0,FLAT,15.0,25.372100830078125,1.399999976158142,0.7853981852531433,0.0,20.0,1.0,24.279541015625,1.0,c_mount
