preset_name,crest_weight,nut_diameter,starts,trim,major_diameter,driver_depth,chamfer,minor_diameter,root_weight,thread_resolution,scale,head_subdiv,custom_thread_profile,driver_mod_d,head_mod_c,chamfer_length,runout_offset,head_type,head_length,runout_length,screw_taper_factor,driver_type,tolerance,driver_mod_f,thread_angle,driver_mod_a,driver_diameter,head_mod_a,pitch,head_mod_b,driver_mod_b,chamfer_divisions,length,driver_mod_e,head_diameter,shank_length,driver_mod_c,thumb
1-4-20-screws,0.5,1.0,1,0.0,6.350000381469727,3.500000238418579,0.7853981852531433,1.2000000476837158,0.5,48,1.0,1,False,1.0,8.75,1.0,0.0,FLAT,4.75,0.0,0.33000001311302185,POLYGON,0.0,6,1.0471975803375244,15.0,4.618800163269043,0.5,1.2700001001358032,2.0,1.600000023841858,0,20.0,1.0,3.1750001907348633,0.5,1.0,1-4-20-screws
