preset_name,minor_diameter,shank_length,head_mod_b,driver_mod_f,driver_mod_d,driver_diameter,head_type,trim,thread_resolution,driver_mod_b,pitch,head_diameter,head_mod_a,length,scale,chamfer_length,driver_mod_e,thread_angle,runout_length,screw_taper_factor,starts,crest_weight,custom_thread_profile,head_subdiv,driver_mod_c,driver_depth,root_weight,chamfer_divisions,driver_mod_a,tolerance,chamfer,major_diameter,head_mod_c,nut_diameter,driver_type,head_length,runout_offset,thumb
M8,1.2000000476837158,1.0,18.0,6,1.0,6.700000286102295,SOCKED,0.0,32,1.600000023841858,1.25,12.700000762939453,0.5,80.0,1.0,1.0,1.0,1.0471975803375244,0.0,0.33000001311302185,1,0.5,False,0,1.0,4.0,0.5,0,15.0,0.0,0.7853981852531433,8.0,8.75,1.0,POLYGON,6.400000095367432,0.0,M8
