preset_name,driver_mod_a,starts,screw_taper_factor,length,chamfer_divisions,driver_mod_c,crest_weight,runout_offset,runout_length,head_mod_b,driver_mod_f,scale,chamfer,custom_thread_profile,trim,driver_mod_e,tolerance,chamfer_length,thread_resolution,driver_diameter,root_weight,head_type,driver_mod_d,shank_length,head_mod_a,nut_diameter,pitch,driver_mod_b,minor_diameter,driver_depth,driver_type,head_mod_c,major_diameter,head_subdiv,head_length,head_diameter,thread_angle,thumb
m10 modded,15.0,1,0.33000001311302185,20.000001907348633,0,1.0,0.20000000298023224,0.0,0.0,18.0,6,1.0,0.7853981852531433,True,0.0,1.0,0.0,1.0,32,1.5,0.0,HEX,1.0,1.0,0.5,1.0,2.0,1.600000023841858,8.0,1.399999976158142,NONE,8.75,10.000000953674316,0,6.400000095367432,18.899999618530273,1.0471975803375244,m10_modded
